time,methane_concentration,light_intensity,absorption_peak,relativity,pcb_temperature,laser_temperature,tec_current,laser_housing_temperature,SNR,status,ver,err_code,flight_status,longitude,latitude,altitude,relative_altitude,home_distance,speed,dis_code,distance,dest_longitude,dest_latitude,uav_pitch,uav_roll,uav_yaw,gimbal_pitch,gimbal_roll,gimbal_yaw,camera_focal_length,camera_zoom,file_name
2026-03-10_00:56:51:297,0,34,763,993,32,24,179,25,3,0,19,0,2,-75.6987855,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988292,45.3856698, 0.1,-3.2,-5.5,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:51:397,0,34,763,991,32,24,163,25,3,0,19,0,2,-75.6987856,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988292,45.3856698, 0.3,-3.0,-5.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:51:497,0,33,763,990,32,24,167,25,1,0,19,0,2,-75.6987856,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988285,45.3856698,-0.4,-1.8,-6.0,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:51:597,0,33,763,990,32,24,167,25,1,0,19,0,2,-75.6987857,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988293,45.3856698,-0.9, 0.1,-6.3,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:51:697,0,34,763,991,32,24,172,25,1,0,19,0,2,-75.6987857,45.3853719,  31.9,   0.4,0.8, 0.1,0,33.3,-75.6988293,45.3856698,-0.9, 1.5,-6.4,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:51:797,0,34,763,992,32,24,179,25,6,0,19,0,2,-75.6987856,45.3853719,  31.9,   0.4,0.8, 0.2,0,33.3,-75.6988292,45.3856698,-0.6, 0.6,-6.6,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:51:897,0,34,763,991,32,24,176,25,3,0,19,0,2,-75.6987854,45.3853720,  31.9,   0.4,0.8, 0.2,0,33.3,-75.6988283,45.3856699,-0.2,-2.1,-6.7,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:51:997,0,34,763,992,32,24,166,25,6,0,19,0,2,-75.6987851,45.3853721,  31.9,   0.4,0.8, 0.2,0,33.3,-75.6988288,45.3856699, 0.1,-4.9,-6.7,-0.6,-2.2,-5.9,8,8,
2026-03-10_00:56:52:097,0,33,763,991,32,24,170,25,7,0,19,0,2,-75.6987849,45.3853721,  31.9,   0.4,0.8, 0.1,0,33.3,-75.6988278,45.3856701, 0.1,-6.7,-6.7,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:52:197,0,33,763,989,32,24,180,25,1,0,19,0,2,-75.6987848,45.3853722,  31.9,   0.4,0.8, 0.1,0,33.3,-75.6988277,45.3856701,-0.3,-7.1,-6.7,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:52:297,0,33,763,993,32,24,180,25,3,0,19,0,2,-75.6987848,45.3853722,  31.9,   0.4,0.8, 0.0,0,33.3,-75.6988277,45.3856701,-0.9,-5.4,-6.6,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:52:397,0,33,763,993,32,24,180,25,3,0,19,0,2,-75.6987849,45.3853722,  31.9,   0.4,0.8, 0.1,0,33.3,-75.6988278,45.3856702,-1.1,-3.0,-6.8,-0.8,-2.0,-5.8,8,8,
2026-03-10_00:56:52:498,0,33,763,992,32,24,173,25,2,0,19,0,2,-75.6987849,45.3853723,  31.9,   0.4,0.8, 0.1,0,33.3,-75.6988278,45.3856702,-0.8,-1.4,-6.8,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:52:598,0,36,763,985,32,24,167,25,1,0,19,0,2,-75.6987850,45.3853723,  31.9,   0.4,0.8, 0.1,0,33.3,-75.6988286,45.3856702,-0.2,-1.4,-6.9,-0.6,-2.0,-5.9,8,8,
2026-03-10_00:56:52:698,0,35,763,991,32,24,172,25,0,0,19,0,2,-75.6987849,45.3853724,  31.9,   0.3,0.9, 0.1,0,33.3,-75.6988278,45.3856703, 0.3,-2.8,-6.9,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:52:798,0,35,763,990,32,24,180,25,7,0,19,0,2,-75.6987849,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988196,45.3856095, 0.2,-4.1,-6.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:52:898,0,34,763,994,32,24,182,25,1,0,19,0,2,-75.6987849,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988190,45.3856095,-0.3,-4.3,-6.7,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:52:998,0,34,763,990,32,24,166,25,7,0,19,0,2,-75.6987849,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988197,45.3856095,-0.7,-3.6,-6.8,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:53:098,0,34,763,992,32,24,172,25,3,0,19,0,2,-75.6987850,45.3853724,  31.9,   0.3,0.9, 0.1,0,26.5,-75.6988191,45.3856095,-1.0,-2.5,-6.8,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:53:198,0,34,763,992,32,24,172,25,3,0,19,0,2,-75.6987851,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988192,45.3856095,-1.0,-1.4,-6.9,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:53:298,0,36,763,992,32,24,172,25,3,0,19,0,2,-75.6987851,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988198,45.3856095,-0.5,-1.2,-7.0,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:53:398,0,36,763,990,32,24,182,25,3,0,19,0,2,-75.6987851,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988186,45.3856096, 0.1,-1.8,-7.0,-0.7,-2.0,-5.7,8,8,
2026-03-10_00:56:53:498,0,34,763,991,32,24,177,25,1,0,19,0,2,-75.6987851,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988198,45.3856095, 0.4,-2.8,-6.9,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:53:598,0,36,763,992,32,24,164,25,3,0,19,0,2,-75.6987850,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988192,45.3856095, 0.1,-3.7,-6.7,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:53:698,0,37,763,990,32,24,169,25,1,0,19,0,2,-75.6987850,45.3853724,  31.9,   0.3,0.9, 0.0,0,26.5,-75.6988198,45.3856095,-0.8,-3.8,-6.5,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:53:898,337,262,763,995,32,23,177,25,6,0,19,0,2,-75.6987851,45.3853724,  31.9,   0.3,0.9, 0.0,0,25.7,-75.6988182,45.3856023,-1.6,-2.5,-6.3,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:53:998,337,262,763,995,32,23,177,25,6,0,19,0,2,-75.6987851,45.3853724,  31.9,   0.3,0.9, 0.0,0,25.7,-75.6988188,45.3856023,-1.5,-1.9,-6.2,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:54:098,123,458,763,995,32,24,167,25,4,0,19,0,2,-75.6987851,45.3853725,  31.9,   0.3,0.9, 0.1,0,25.7,-75.6988182,45.3856024,-0.7,-1.9,-6.0,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:54:198,427,53,763,994,32,24,166,25,15,0,19,0,2,-75.6987850,45.3853724,  31.9,   0.3,0.9, 0.1,0,25.7,-75.6988181,45.3856023, 0.2,-2.4,-5.9,-0.5,-2.1,-5.8,8,8,20260310_005654.jpg
2026-03-10_00:56:54:299,0,462,763,995,32,24,175,25,2,0,19,0,2,-75.6987851,45.3853726,  31.9,   0.3,0.9, 0.0,0,25.7,-75.6988182,45.3856025, 0.9,-3.2,-5.6,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:54:399,0,491,763,994,32,24,182,25,11,0,19,0,2,-75.6987851,45.3853726,  31.9,   0.3,0.9, 0.0,0,25.7,-75.6988188,45.3856025, 1.1,-3.8,-5.3,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:54:499,4,479,763,994,32,24,175,25,0,0,19,0,2,-75.6987852,45.3853726,  31.9,   0.3,0.9, 0.0,0,25.7,-75.6988183,45.3856025, 0.3,-3.7,-4.9,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:54:599,218,673,763,996,32,24,169,25,9,0,19,0,2,-75.6987852,45.3853725,  31.9,   0.3,0.9, 0.0,0,25.7,-75.6988189,45.3856024,-0.5,-3.1,-4.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:54:699,218,673,763,996,32,24,169,25,9,0,19,0,2,-75.6987853,45.3853725,  31.5,   0.0,0.9, 0.1,0,25.7,-75.6988189,45.3856024,-1.0,-2.7,-4.7,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:54:799,0,914,763,995,32,24,167,25,6,0,19,0,2,-75.6987854,45.3853725,  31.5,   0.0,0.9, 0.0,0,20.3,-75.6988111,45.3855542,-0.5,-2.1,-4.8,-0.7,-2.1,-5.7,8,8,
2026-03-10_00:56:54:899,14,1283,763,995,32,24,182,25,0,0,19,0,2,-75.6987854,45.3853726,  31.5,   0.0,0.9, 0.0,0,20.3,-75.6988116,45.3855542, 0.1,-1.6,-4.8,-0.6,-2.0,-5.8,8,8,
2026-03-10_00:56:54:999,0,1698,763,996,32,24,180,25,1,0,19,0,2,-75.6987853,45.3853727,  31.5,   0.0,0.9, 0.2,0,20.3,-75.6988124,45.3855542,-0.8,-2.5,-4.9,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:55:099,0,1717,763,996,32,24,175,25,3,0,19,0,2,-75.6987853,45.3853728,  31.5,   0.0,0.9, 0.1,0,20.3,-75.6988114,45.3855544,-1.2,-1.5,-5.5,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:55:199,12,1799,763,996,32,24,169,25,0,0,19,0,2,-75.6987852,45.3853728,  31.5,   0.0,0.9, 0.1,0,20.3,-75.6988118,45.3855544,-1.7,-1.6,-5.6,-0.8,-2.0,-5.9,8,8,
2026-03-10_00:56:55:299,0,1827,763,996,32,24,170,25,4,0,19,0,2,-75.6987852,45.3853728,  31.5,   0.0,0.9, 0.1,0,20.3,-75.6988114,45.3855544,-1.3,-1.5,-5.5,-0.8,-2.0,-5.8,8,8,
2026-03-10_00:56:55:399,0,1796,763,996,32,24,182,25,2,0,19,0,2,-75.6987852,45.3853728,  31.5,   0.0,0.9, 0.0,0,20.3,-75.6988118,45.3855544,-1.5,-1.4,-5.5,-0.8,-2.0,-5.9,8,8,
2026-03-10_00:56:55:499,0,1796,763,996,32,24,182,25,2,0,19,0,2,-75.6987852,45.3853728,  31.5,   0.0,0.9, 0.0,0,20.3,-75.6988109,45.3855544,-1.4,-1.5,-5.4,-0.7,-2.0,-5.7,8,8,
2026-03-10_00:56:55:599,0,1781,763,996,32,24,180,25,6,0,19,0,2,-75.6987852,45.3853727,  31.5,   0.0,0.9, 0.0,0,20.3,-75.6988123,45.3855543,-1.4,-1.4,-5.4,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:55:699,0,1777,762,996,32,24,164,25,3,0,19,0,2,-75.6987852,45.3853727,  31.4,   0.0,0.9, 0.0,0,20.3,-75.6988114,45.3855544,-1.3,-1.5,-5.4,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:55:799,0,1777,763,996,32,24,169,25,7,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987963,45.3854488,-1.4,-1.5,-5.4,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:55:900,0,1766,763,996,32,24,176,25,4,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987961,45.3854488,-1.4,-1.5,-5.4,-0.8,-2.1,-5.8,8,8,
2026-03-10_00:56:56:000,0,1779,763,996,32,24,180,25,9,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987963,45.3854488,-1.3,-1.5,-5.3,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:56:100,0,1756,763,996,32,24,176,25,6,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987962,45.3854488,-1.3,-1.5,-5.3,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:56:200,0,1758,763,996,32,23,166,25,9,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987962,45.3854488,-1.4,-1.5,-5.3,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:56:300,0,1758,763,996,32,23,166,25,9,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987964,45.3854488,-1.5,-1.5,-5.3,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:56:400,0,1741,763,996,32,24,170,25,8,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987962,45.3854489,-1.3,-1.5,-5.3,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:56:500,0,1733,763,996,32,24,185,25,8,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.5,-75.6987964,45.3854489,-1.3,-1.5,-5.3,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:56:600,0,1732,763,996,32,24,177,25,10,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987966,45.3854498,-1.5,-1.5,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:56:700,0,1738,763,996,32,24,172,25,8,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987966,45.3854498,-1.4,-1.5,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:56:800,0,1751,763,996,32,24,170,25,8,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987966,45.3854498,-1.3,-1.5,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:56:900,0,1735,763,996,32,24,175,25,7,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987964,45.3854498,-1.5,-1.5,-5.2,-0.8,-2.0,-5.8,8,8,
2026-03-10_00:56:57:000,0,1735,763,996,32,24,175,25,7,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987968,45.3854498,-1.5,-1.5,-5.2,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:57:100,0,1729,763,996,32,23,179,25,8,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987964,45.3854498,-1.3,-1.4,-5.2,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:57:200,0,1727,763,996,32,24,179,25,8,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987966,45.3854498,-1.4,-1.4,-5.2,-0.8,-2.0,-5.9,8,8,
2026-03-10_00:56:57:300,0,1725,763,996,32,24,166,25,7,0,19,0,2,-75.6987853,45.3853729,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987966,45.3854498,-1.5,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:57:400,0,1714,763,996,32,24,169,25,8,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987964,45.3854498,-1.4,-1.4,-5.2,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:57:501,0,1688,763,996,32,24,180,25,8,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.6,-75.6987965,45.3854498,-1.4,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:57:601,0,1668,763,996,32,24,183,25,8,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987967,45.3854506,-1.5,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:57:701,0,1658,763,996,32,24,176,25,6,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987967,45.3854506,-1.5,-1.4,-5.2,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:57:801,0,1658,763,996,32,24,176,25,6,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987965,45.3854506,-1.4,-1.4,-5.2,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:57:901,0,1665,763,996,32,24,169,25,7,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987967,45.3854506,-1.4,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:58:001,0,1659,763,996,32,24,172,25,7,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987967,45.3854506,-1.5,-1.4,-5.2,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:58:101,0,1654,763,996,32,23,177,25,8,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987965,45.3854506,-1.4,-1.4,-5.2,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:58:201,0,1648,763,996,32,24,177,25,7,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987965,45.3854507,-1.4,-1.4,-5.1,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:58:301,0,1649,763,996,32,24,167,25,7,0,19,0,2,-75.6987853,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987967,45.3854506,-1.5,-1.4,-5.2,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:58:401,0,1639,763,996,32,24,170,25,6,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987966,45.3854506,-1.5,-1.4,-5.2,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:58:501,0,1637,763,996,32,24,177,25,6,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.7,-75.6987966,45.3854506,-1.4,-1.4,-5.2,-0.8,-2.0,-5.9,8,8,
2026-03-10_00:56:58:601,0,1637,763,996,32,24,177,25,6,0,19,0,2,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.8,-75.6987967,45.3854516,-1.5,-1.4,-5.2,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:58:701,0,1635,763,996,32,24,183,25,6,0,19,0,0,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.8,-75.6987967,45.3854516,-1.5,-1.4,-5.2,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:58:801,0,1633,763,996,32,24,179,25,6,0,19,0,0,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.8,-75.6987967,45.3854516,-1.4,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:58:901,0,1639,763,996,32,24,170,25,6,0,19,0,0,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.8,-75.6987967,45.3854516,-1.5,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:59:001,0,1628,763,996,32,24,175,25,6,0,19,0,0,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.8,-75.6987967,45.3854516,-1.5,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:59:101,0,1623,763,996,32,24,185,25,6,0,19,0,0,-75.6987852,45.3853728,  31.4,   0.0,0.9, 0.0,0, 8.8,-75.6987967,45.3854516,-1.5,-1.4,-5.2,-0.7,-2.0,-5.9,8,8,
